record_id,source_key,row_status,temperature_K,pressure_bar,mea_mass_fraction,calculated_loading,predicted_loading,loading_unit,mse_x_1e3,mse,calculated_method,predicted_method,measurement_role,lifecycle_status,source_table_or_figure,source_line_start,source_line_end,caveat,notes
wong_table5_001,Wong2015,extracted,303.15,1.0,0.30,0.170,0.167,mol_CO2_per_mol_MEA,0.007,0.000007,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_002,Wong2015,extracted,303.15,1.0,0.30,0.272,0.290,mol_CO2_per_mol_MEA,0.329,0.000329,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_003,Wong2015,extracted,303.15,1.0,0.30,0.374,0.391,mol_CO2_per_mol_MEA,0.285,0.000285,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_004,Wong2015,extracted,303.15,1.0,0.30,0.473,0.484,mol_CO2_per_mol_MEA,0.119,0.000119,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_005,Wong2015,extracted,303.15,1.0,0.30,0.570,0.579,mol_CO2_per_mol_MEA,0.070,0.000070,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_006,Wong2015,extracted,303.15,3.0,0.30,0.687,0.676,mol_CO2_per_mol_MEA,0.112,0.000112,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_007,Wong2015,extracted,303.15,6.0,0.30,0.791,0.798,mol_CO2_per_mol_MEA,0.046,0.000046,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_008,Wong2015,extracted,303.15,10.0,0.30,0.868,0.887,mol_CO2_per_mol_MEA,0.368,0.000368,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_009,Wong2015,extracted,303.15,19.9,0.30,0.934,0.977,mol_CO2_per_mol_MEA,1.875,0.001875,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_010,Wong2015,extracted,303.15,30.3,0.30,0.996,1.043,mol_CO2_per_mol_MEA,2.208,0.002208,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_011,Wong2015,extracted,303.15,40.1,0.30,1.058,1.086,mol_CO2_per_mol_MEA,0.810,0.000810,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_012,Wong2015,extracted,303.15,50.2,0.30,1.069,1.107,mol_CO2_per_mol_MEA,1.486,0.001486,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_013,Wong2015,extracted,303.15,60.8,0.30,1.097,1.159,mol_CO2_per_mol_MEA,3.826,0.003826,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_014,Wong2015,extracted,313.15,1.0,0.30,0.150,0.144,mol_CO2_per_mol_MEA,0.033,0.000033,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_015,Wong2015,extracted,313.15,1.0,0.30,0.251,0.239,mol_CO2_per_mol_MEA,0.150,0.000150,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_016,Wong2015,extracted,313.15,1.0,0.30,0.370,0.347,mol_CO2_per_mol_MEA,0.559,0.000559,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_017,Wong2015,extracted,313.15,1.0,0.30,0.429,0.409,mol_CO2_per_mol_MEA,0.406,0.000406,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_018,Wong2015,extracted,313.15,1.0,0.30,0.492,0.469,mol_CO2_per_mol_MEA,0.540,0.000540,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_019,Wong2015,extracted,313.15,1.0,0.30,0.545,0.544,mol_CO2_per_mol_MEA,0.001,0.000001,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,non_capacity_batch_observation,Table 5,370,420,Repeated 1 bar batch reading had not reached equilibrium maximum and is not maximum absorption capacity.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_020,Wong2015,extracted,313.15,2.0,0.30,0.605,0.578,mol_CO2_per_mol_MEA,0.771,0.000771,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_021,Wong2015,extracted,313.15,3.4,0.30,0.638,0.618,mol_CO2_per_mol_MEA,0.388,0.000388,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_022,Wong2015,extracted,313.15,6.0,0.30,0.700,0.671,mol_CO2_per_mol_MEA,0.838,0.000838,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_023,Wong2015,extracted,313.15,10.1,0.30,0.760,0.729,mol_CO2_per_mol_MEA,0.945,0.000945,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_024,Wong2015,extracted,313.15,20.0,0.30,0.816,0.778,mol_CO2_per_mol_MEA,1.418,0.001418,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_025,Wong2015,extracted,313.15,30.0,0.30,0.905,0.870,mol_CO2_per_mol_MEA,1.262,0.001262,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
wong_table5_026,Wong2015,extracted,313.15,40.0,0.30,0.943,0.939,mol_CO2_per_mol_MEA,0.010,0.000010,gas_phase_pressure_drop,raman_carbon_species_sum,paired_direct_positive,validation_candidate,Table 5,370,420,Paired pressure-drop and Raman loading observation for validation review.,Calculated and predicted loadings are retained as distinct reported methods; MSE is reported per row.
